,Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
4321,8/29/2016,1,4,5,2,0,9,2,1,1,5,1,1,0,8,0,7,1,2,1,1,Less than 20,Male,590.2
4322,8/29/2016,0,5,0,6,5,4,3,5,1,3,1,1,10,7,10,10,1,2,0,2,21 to 35,Female,586.6
4323,8/29/2016,4,3,10,5,4,10,6,0,1,7,2,8,2,7,0,2,2,10,5,4,Less than 20,Female,700.2
4324,8/29/2016,4,2,8,10,5,8,4,5,1,6,1,8,5,8,0,7,2,9,5,7,36 to 50,Female,719.1
4325,8/29/2016,3,3,5,3,10,10,5,1,1,7,2,3,2,7,10,4,1,3,1,10,36 to 50,Female,641.4
4326,8/29/2016,1,3,5,5,4,2,2,5,1,9,0,6,0,8,0,0,2,2,1,10,21 to 35,Male,666.0
4327,8/30/2016,3,4,4,3,4,3,2,1,1,7,3,3,1,4,8,1,1,1,5,4,21 to 35,Female,605.1
4328,8/30/2016,0,5,10,2,10,10,2,0,2,2,1,4,0,6,10,7,2,10,1,7,36 to 50,Female,610.8
4329,8/30/2016,4,3,10,10,10,5,3,5,1,7,2,8,0,7,0,0,2,10,4,10,36 to 50,Female,730.8
4330,8/30/2016,3,2,3,3,4,6,2,0,1,5,1,8,1,7,0,3,2,4,1,2,36 to 50,Female,642.4
4331,8/30/2016,4,3,10,10,6,5,8,5,1,10,6,10,7,7,0,8,2,10,5,10,21 to 35,Female,748.2
4332,8/30/2016,4,1,7,10,4,10,3,5,1,3,4,6,3,8,3,0,2,5,3,10,Less than 20,Male,715.3
4333,8/30/2016,2,3,2,7,10,10,5,0,2,3,4,4,5,7,10,1,1,3,5,3,51 or more,Male,622.9
4334,8/31/2016,2,4,6,10,9,4,1,5,2,4,3,8,0,7,0,2,1,5,2,10,36 to 50,Male,654.3
4335,8/31/2016,2,3,3,3,7,5,2,3,1,8,4,6,5,7,3,1,2,3,5,5,21 to 35,Male,670.9
4336,8/31/2016,3,4,9,10,10,10,3,3,2,3,1,1,0,5,10,4,1,10,2,10,21 to 35,Female,637.2
4337,8/31/2016,2,2,10,6,3,6,4,3,1,7,3,8,4,7,0,1,2,10,5,5,Less than 20,Female,705.3
4338,8/31/2016,2,2,10,10,8,10,4,5,2,6,2,7,4,8,2,1,2,8,6,3,21 to 35,Male,705.3
4339,8/31/2016,0,2,0,0,0,2,0,0,1,0,3,5,0,5,0,5,1,5,4,0,Less than 20,Female,571.7
4340,8/31/2016,1,1,5,1,0,2,0,0,1,2,3,4,5,5,0,1,1,2,1,0,21 to 35,Female,595.3
4341,8/31/2016,0,5,1,3,3,6,3,0,2,7,1,2,1,9,0,10,2,3,5,1,21 to 35,Female,588.9
4342,9/1/2016,3,5,7,10,3,10,0,0,2,5,4,6,1,6,3,5,1,5,0,10,21 to 35,Female,623.1
4343,9/1/2016,3,2,7,8,10,6,4,4,1,6,4,4,5,8,0,1,2,5,5,5,36 to 50,Female,709.8
4344,9/1/2016,3,2,7,8,10,6,4,4,1,6,4,4,5,8,0,1,2,5,5,5,36 to 50,Female,709.8
4345,9/1/2016,5,0,5,7,7,4,1,2,1,8,3,5,10,6,0,3,2,5,6,10,51 or more,Female,713.0
4346,9/1/2016,1,5,1,3,7,7,10,3,2,8,2,3,1,7,5,5,2,3,2,7,36 to 50,Female,629.5
4347,9/1/2016,3,3,10,8,6,10,3,2,2,4,1,3,0,8,0,3,2,10,8,2,21 to 35,Female,672.2
4348,9/1/2016,4,1,1,7,3,7,1,4,1,7,1,8,10,9,9,2,2,1,4,10,21 to 35,Female,687.0
4349,9/2/2016,5,2,5,10,10,10,5,5,2,7,2,10,4,8,0,1,2,10,1,3,36 to 50,Female,717.8
4350,9/2/2016,5,2,5,10,10,10,5,5,2,7,2,10,4,8,0,1,2,10,1,3,36 to 50,Female,717.8
4351,9/2/2016,4,1,10,6,10,4,10,5,1,2,2,5,1,9,0,3,1,4,2,10,21 to 35,Female,696.6
4352,9/2/2016,1,5,2,10,10,10,1,5,1,5,1,9,2,7,0,3,1,10,0,2,Less than 20,Female,663.0
4353,9/2/2016,5,4,5,3,1,10,3,0,2,5,2,9,0,7,0,10,2,3,4,4,36 to 50,Male,629.0
4354,9/2/2016,3,3,4,5,10,10,5,5,1,4,6,7,3,7,5,3,2,7,5,7,21 to 35,Female,703.4
4355,9/2/2016,1,2,4,4,1,3,2,0,2,6,0,8,6,6,0,5,1,4,4,5,21 to 35,Male,608.2
4356,9/2/2016,2,5,10,7,8,10,5,1,1,7,5,6,2,7,7,4,2,10,4,3,36 to 50,Female,681.1
4357,9/2/2016,5,2,10,6,10,10,4,5,1,7,7,10,4,8,0,8,2,6,6,6,36 to 50,Female,738.2
4358,9/2/2016,2,4,3,3,3,5,1,3,2,3,0,1,0,7,10,6,1,5,1,0,21 to 35,Female,559.4
4359,9/3/2016,3,2,5,6,7,6,5,1,2,10,3,6,10,8,1,7,1,2,3,6,21 to 35,Female,654.1
4360,9/3/2016,3,2,4,3,7,7,6,1,2,10,4,3,10,8,1,7,1,2,4,4,21 to 35,Female,645.0
4361,9/3/2016,4,2,7,3,7,4,6,3,2,3,6,4,9,8,2,1,2,5,6,6,21 to 35,Female,684.3
4362,9/3/2016,3,4,10,10,4,10,2,1,1,6,2,5,3,7,5,2,2,4,1,2,21 to 35,Female,663.9
4363,9/3/2016,3,2,6,1,0,5,4,5,2,8,4,6,3,6,7,0,2,8,0,3,21 to 35,Male,646.9
4364,9/4/2016,3,4,3,6,4,10,2,1,1,6,2,10,5,7,0,4,2,3,2,2,Less than 20,Female,663.2
4365,9/4/2016,3,4,3,6,4,10,2,1,1,6,2,10,5,7,0,4,2,3,2,2,Less than 20,Female,663.2
4366,9/4/2016,5,4,7,6,9,9,7,1,1,8,4,9,5,8,0,4,2,7,9,7,51 or more,Female,726.1
4367,9/4/2016,5,3,10,10,10,8,10,5,1,7,7,6,4,7,0,5,2,9,8,10,36 to 50,Female,759.3
4368,9/4/2016,2,5,5,5,3,3,0,1,2,3,0,6,1,7,10,9,2,3,0,6,36 to 50,Female,579.1
4369,9/4/2016,2,5,5,5,3,3,0,1,2,3,0,6,1,7,10,9,2,3,0,6,36 to 50,Female,579.1
4370,9/4/2016,1,4,5,7,10,10,4,5,2,4,0,4,3,8,0,0,2,8,1,7,Less than 20,Female,674.1
4371,9/4/2016,2,2,10,6,2,5,2,3,1,7,0,10,1,7,0,5,1,1,1,9,21 to 35,Male,653.0
4372,9/4/2016,4,2,10,3,6,10,2,5,2,6,4,4,3,7,0,2,1,4,2,5,36 to 50,Female,662.0
4373,9/5/2016,5,3,5,3,4,10,2,1,2,3,1,8,1,9,10,6,2,10,0,2,36 to 50,Female,629.2
4374,9/5/2016,1,5,4,10,5,10,7,2,1,3,8,2,10,6,0,5,2,10,3,10,36 to 50,Female,697.1
4375,9/5/2016,3,5,10,2,4,10,4,3,1,0,1,10,1,5,5,0,2,1,3,10,36 to 50,Female,662.8
4376,9/5/2016,3,2,10,7,5,5,5,5,2,7,4,7,10,9,0,2,2,8,3,10,51 or more,Male,717.4
4377,9/5/2016,3,3,6,3,2,4,2,1,2,4,1,10,1,6,0,1,1,10,1,10,21 to 35,Female,634.1
4378,9/5/2016,4,3,0,10,8,10,2,5,1,6,3,2,3,6,0,2,1,2,5,5,21 to 35,Female,668.2
4379,9/5/2016,1,5,4,8,10,6,2,0,1,5,1,3,2,8,10,1,2,2,0,2,21 to 35,Female,621.2
4380,9/5/2016,3,4,10,5,3,3,2,0,1,6,0,4,4,2,0,1,2,4,0,5,36 to 50,Male,638.9
4381,9/5/2016,2,4,4,3,10,9,2,5,1,5,1,6,0,7,0,3,1,8,2,4,36 to 50,Female,655.6
4382,9/5/2016,5,0,2,10,10,8,10,3,2,9,10,7,5,7,0,0,2,10,5,10,51 or more,Male,749.3
4383,9/5/2016,3,3,6,3,2,4,2,1,2,4,1,10,1,6,0,1,1,10,1,10,21 to 35,Female,634.1
4384,9/6/2016,2,2,3,5,10,10,1,2,2,7,1,5,2,5,10,1,2,6,7,2,21 to 35,Female,643.1
4385,9/6/2016,5,2,4,6,7,3,5,5,1,7,2,2,2,8,0,3,2,6,2,10,36 to 50,Male,694.1
4386,9/6/2016,4,3,10,9,10,6,5,2,1,9,3,10,5,8,2,1,2,10,9,8,21 to 35,Male,743.3
4387,9/6/2016,1,2,4,4,3,4,4,5,1,8,3,1,1,8,0,2,2,6,10,4,36 to 50,Male,675.2
4388,9/6/2016,3,4,10,8,3,3,2,1,2,8,1,5,5,7,0,1,2,4,0,10,51 or more,Female,657.1
4389,9/6/2016,3,4,10,4,5,4,6,3,1,9,3,10,2,7,0,2,2,10,3,8,21 to 35,Female,705.7
4390,9/7/2016,4,4,7,4,7,10,3,2,2,8,8,8,2,7,10,3,2,5,3,8,36 to 50,Male,667.9
4391,9/7/2016,0,5,5,5,4,5,2,0,1,7,2,7,0,6,0,2,2,10,1,10,21 to 35,Male,652.2
4392,9/7/2016,5,3,1,6,2,2,1,1,2,10,1,1,1,6,0,1,2,4,5,7,51 or more,Female,634.0
4393,9/8/2016,5,2,10,5,10,1,10,5,1,7,1,10,10,10,10,1,1,10,3,10,51 or more,Male,721.6
4394,9/8/2016,3,3,10,8,2,4,0,1,1,6,1,7,0,7,0,2,1,8,1,2,21 to 35,Female,642.2
4395,9/8/2016,4,3,3,6,3,10,3,3,2,7,6,8,3,8,4,2,2,0,4,7,Less than 20,Female,666.4
4396,9/8/2016,4,3,3,6,3,10,3,3,2,7,6,8,3,8,4,2,2,0,4,7,Less than 20,Female,666.4
4397,9/8/2016,2,2,3,10,9,9,9,2,1,10,5,10,10,8,5,1,2,7,2,3,36 to 50,Female,722.9
4398,9/9/2016,5,3,1,6,1,5,1,0,1,10,2,7,0,7,0,6,1,4,1,8,21 to 35,Female,633.7
4399,9/9/2016,3,3,5,5,1,5,1,1,1,8,6,7,0,8,0,4,2,4,1,6,21 to 35,Female,657.7
4400,9/9/2016,2,2,6,10,2,10,2,1,1,7,3,3,1,7,0,2,2,6,2,5,21 to 35,Male,672.0
4401,9/9/2016,2,4,1,1,10,10,1,4,2,1,0,2,1,8,4,1,2,5,1,3,51 or more,Female,619.3
4402,9/9/2016,4,1,4,3,5,6,3,3,2,8,4,10,2,7,0,0,1,5,3,6,36 to 50,Female,663.2
4403,9/9/2016,2,4,0,5,3,10,3,3,1,7,3,1,1,7,7,2,1,2,1,3,21 to 35,Female,612.1
4404,9/9/2016,3,1,3,5,3,7,3,1,2,7,3,1,10,7,0,2,2,10,10,10,51 or more,Male,686.9
4405,9/9/2016,1,2,6,4,10,10,2,5,2,6,4,4,1,4,4,2,2,4,6,4,36 to 50,Female,659.7
4406,9/9/2016,3,1,4,6,6,10,4,5,2,3,1,5,2,8,0,1,2,2,0,3,36 to 50,Female,660.7
4407,9/9/2016,5,4,1,3,4,4,0,2,1,0,4,2,0,7,0,6,1,0,5,4,51 or more,Female,603.8
4408,9/9/2016,3,2,10,8,10,8,5,1,1,6,1,8,0,7,0,2,2,8,7,10,21 to 35,Male,717.2
4409,9/9/2016,2,2,5,10,5,4,7,4,1,4,2,5,8,6,10,4,1,7,3,5,21 to 35,Female,656.9
4410,9/9/2016,5,2,2,5,9,4,3,5,1,8,1,4,1,8,0,3,1,3,3,10,21 to 35,Female,672.4
4411,9/10/2016,3,2,2,0,1,4,2,0,1,4,1,4,0,9,0,2,2,3,1,10,21 to 35,Female,633.5
4412,9/10/2016,4,4,3,1,5,7,0,0,1,5,4,10,3,7,7,1,1,3,5,10,21 to 35,Male,641.1
4413,9/10/2016,1,5,0,3,0,4,3,4,1,6,6,8,2,7,2,4,1,2,7,10,36 to 50,Male,635.6
4414,9/10/2016,3,2,10,8,10,5,7,5,1,9,2,5,8,7,0,1,2,10,1,7,36 to 50,Female,733.6
4415,9/10/2016,2,3,10,10,10,10,10,5,1,10,1,10,3,7,0,1,2,10,3,7,36 to 50,Male,748.2
4416,9/10/2016,2,1,10,10,10,6,6,5,1,7,4,10,3,8,0,1,1,10,3,3,21 to 35,Female,719.5
4417,9/10/2016,1,4,2,5,10,10,3,5,2,7,4,2,4,8,2,0,1,4,1,10,51 or more,Female,651.6
4418,9/11/2016,5,3,10,5,10,10,8,5,1,7,8,10,8,7,0,3,2,10,10,6,21 to 35,Male,768.6
4419,9/11/2016,3,2,10,8,5,9,5,3,1,8,2,6,2,7,0,4,2,10,1,10,36 to 50,Female,711.7
4420,9/11/2016,5,3,6,10,10,5,2,5,1,8,4,6,1,7,0,2,2,6,6,8,36 to 50,Female,718.5
4421,9/11/2016,3,4,8,5,3,3,3,3,1,5,1,5,1,6,2,1,2,4,1,5,21 to 35,Female,650.1
4422,9/12/2016,0,4,3,4,4,4,0,2,1,2,1,2,1,8,0,0,2,6,1,10,51 or more,Male,634.6
4423,9/12/2016,2,4,10,2,8,1,5,1,1,5,10,10,1,9,0,0,2,7,10,10,21 to 35,Female,711.2
4424,9/12/2016,2,5,10,3,10,6,8,5,2,8,3,10,2,6,5,0,2,10,4,3,36 to 50,Female,686.8
4425,9/12/2016,1,4,0,1,1,3,1,0,2,1,1,4,1,3,0,5,1,4,1,7,36 to 50,Female,557.5
4426,9/13/2016,3,3,10,10,10,10,7,5,1,6,4,4,3,8,0,4,1,8,9,7,21 to 35,Female,720.0
4427,9/13/2016,1,2,5,8,8,10,10,3,1,4,1,10,8,8,5,4,1,10,4,8,21 to 35,Male,699.1
4428,9/13/2016,0,1,4,8,7,8,2,5,1,4,3,4,3,7,5,3,2,5,1,10,21 to 35,Male,675.6
4429,9/13/2016,3,2,10,5,10,5,2,1,2,5,2,5,2,5,10,1,2,5,6,5,36 to 50,Female,648.2
4430,9/13/2016,4,2,10,2,1,1,4,2,1,6,3,2,0,8,0,5,1,1,0,5,21 to 35,Female,624.4
4431,9/13/2016,2,4,8,2,6,1,4,5,1,2,2,8,2,9,0,6,1,2,2,3,21 to 35,Male,634.3
4432,9/13/2016,4,3,6,9,9,5,6,1,1,9,5,4,5,8,0,4,2,8,8,4,36 to 50,Female,709.8
4433,9/13/2016,1,2,10,7,8,5,3,4,1,7,2,6,3,7,1,1,1,3,4,4,21 to 35,Male,670.9
4434,9/13/2016,5,1,5,9,2,10,7,0,2,8,3,3,5,6,1,3,2,1,2,1,21 to 35,Male,658.2
4435,9/13/2016,3,4,1,2,7,8,3,3,2,5,5,3,1,6,4,7,1,5,3,7,21 to 35,Male,612.3
4436,9/13/2016,2,4,3,3,10,5,3,0,1,8,0,8,0,6,5,1,2,5,2,10,36 to 50,Male,654.1
4437,9/14/2016,1,2,5,8,8,10,10,3,1,4,1,10,8,8,5,4,1,10,4,8,21 to 35,Male,699.1
4438,9/14/2016,3,5,5,5,5,5,5,5,2,5,5,5,0,7,5,2,2,10,0,10,21 to 35,Female,658.8
4439,9/14/2016,3,5,5,5,5,5,5,5,2,5,5,5,0,7,5,2,2,10,0,10,21 to 35,Female,658.8
4440,9/14/2016,4,4,10,2,2,3,6,1,1,8,1,4,10,8,0,3,1,5,0,10,21 to 35,Female,662.2
4441,9/14/2016,1,4,4,7,10,10,2,3,2,1,2,6,2,7,0,3,1,10,1,5,21 to 35,Female,638.6
4442,9/14/2016,3,3,10,3,10,1,8,5,1,10,1,6,10,8,0,1,1,10,10,2,51 or more,Male,713.6
4443,9/14/2016,1,1,10,4,6,3,4,0,2,8,2,8,4,7,0,1,1,3,2,5,36 to 50,Female,640.7
4444,9/14/2016,5,2,6,3,5,6,10,2,1,9,5,8,4,7,3,3,1,10,5,7,Less than 20,Female,698.5
4445,9/14/2016,0,5,0,0,6,0,3,0,1,0,1,1,10,6,0,1,1,3,3,3,36 to 50,Male,588.1
4446,9/14/2016,5,3,5,4,2,4,3,3,1,9,5,3,3,8,0,0,2,3,3,10,36 to 50,Female,685.8
4447,9/14/2016,3,0,3,3,1,3,3,2,1,9,3,6,10,8,0,1,1,4,9,10,21 to 35,Male,684.7
4448,9/15/2016,1,4,0,2,5,3,1,0,1,7,3,8,2,5,0,8,1,7,3,4,21 to 35,Female,608.0
4449,9/15/2016,4,3,5,4,10,10,7,5,1,8,2,5,10,5,5,4,2,7,1,4,36 to 50,Male,700.9
4450,9/15/2016,4,3,5,4,10,10,7,5,1,8,2,5,10,5,5,4,2,7,1,4,36 to 50,Male,700.9
4451,9/15/2016,2,5,5,5,8,10,4,3,1,4,4,3,5,6,10,6,2,8,7,3,36 to 50,Female,658.2
4452,9/15/2016,3,2,10,10,2,10,4,2,1,4,1,10,4,7,0,0,2,10,2,10,Less than 20,Female,717.6
4453,9/15/2016,3,3,1,5,2,6,3,3,1,4,5,3,1,7,8,4,1,10,10,5,21 to 35,Male,641.4
4454,9/15/2016,2,1,5,4,1,4,1,0,1,4,2,2,1,8,0,1,2,2,0,9,21 to 35,Female,638.0
4455,9/16/2016,4,3,10,6,3,2,1,5,2,6,3,1,2,7,2,0,2,5,2,10,36 to 50,Female,661.4
4456,9/16/2016,3,3,3,4,8,5,5,2,1,8,2,5,10,7,7,7,2,5,10,7,36 to 50,Female,680.9
4457,9/16/2016,5,4,1,8,3,10,6,1,2,6,2,6,3,8,0,1,2,9,4,4,36 to 50,Female,671.1
4458,9/16/2016,5,4,1,6,4,10,9,4,2,7,3,6,3,8,0,1,2,8,4,5,36 to 50,Female,688.1
4459,9/16/2016,1,1,3,6,2,10,4,1,2,10,4,4,3,5,10,3,2,10,2,5,36 to 50,Male,642.9
4460,9/16/2016,3,4,8,2,7,7,0,5,1,7,0,10,0,8,0,6,2,5,5,10,Less than 20,Female,685.5
4461,9/16/2016,2,4,0,0,0,6,3,0,1,0,2,2,0,7,0,0,1,3,0,0,Less than 20,Male,578.3
4462,9/16/2016,5,4,10,5,5,10,6,3,2,7,3,6,4,7,10,5,1,1,7,10,21 to 35,Female,655.6
4463,9/16/2016,2,4,10,10,3,6,2,1,1,7,4,8,10,7,5,0,2,5,0,10,21 to 35,Male,691.7
4464,9/16/2016,4,4,6,2,2,3,4,0,1,8,1,8,1,7,0,1,2,4,1,10,36 to 50,Male,659.4
4465,9/16/2016,5,1,10,10,7,8,5,2,1,8,2,1,1,8,0,0,2,6,2,10,21 to 35,Male,716.0
4466,9/16/2016,5,1,10,10,7,8,5,2,1,8,2,1,1,8,0,0,2,6,2,10,21 to 35,Male,716.0
4467,9/16/2016,1,4,0,1,0,10,0,0,2,0,0,6,0,6,0,0,1,2,0,0,21 to 35,Male,561.9
4468,9/17/2016,2,4,10,10,3,6,2,1,1,7,4,8,10,7,5,0,2,5,0,10,21 to 35,Male,691.7
4469,9/17/2016,3,3,3,10,10,10,4,2,1,5,1,9,3,7,4,2,2,6,3,7,51 or more,Female,693.6
4470,9/17/2016,3,2,3,4,4,6,2,4,1,2,1,3,1,8,3,1,2,8,0,7,51 or more,Female,656.9
4471,9/17/2016,3,2,10,5,0,5,10,0,2,2,0,10,0,8,0,1,2,10,0,10,21 to 35,Male,668.5
4472,9/17/2016,3,3,6,4,6,2,4,2,2,7,0,6,1,6,0,1,2,10,0,7,51 or more,Female,652.0
4473,9/17/2016,3,3,6,4,6,2,4,2,2,7,0,6,1,6,0,1,2,10,0,7,51 or more,Female,652.0
4474,9/17/2016,1,5,10,5,6,10,3,1,1,3,5,5,0,6,10,3,2,6,1,2,21 to 35,Female,636.5
4475,9/18/2016,5,1,4,7,10,10,8,1,1,9,2,10,4,8,4,0,2,6,1,1,21 to 35,Male,711.0
4476,9/18/2016,3,2,10,5,4,6,4,0,2,8,3,7,3,8,0,1,2,8,1,8,21 to 35,Female,676.4
4477,9/18/2016,2,4,7,5,1,4,2,0,1,7,1,5,2,8,7,4,2,1,2,6,36 to 50,Female,625.0
4478,9/18/2016,3,2,10,5,10,10,10,5,2,10,10,2,10,6,10,1,2,10,10,5,51 or more,Female,731.1
4479,9/18/2016,3,1,6,10,8,7,5,2,2,3,2,5,5,6,0,1,2,10,2,7,51 or more,Male,687.5
4480,9/18/2016,4,1,5,4,5,0,0,5,1,7,4,1,0,5,0,0,2,1,4,10,51 or more,Female,667.8
4481,9/18/2016,3,2,10,8,8,10,5,5,1,10,3,10,5,7,0,2,2,10,3,5,21 to 35,Female,741.4
4482,9/19/2016,5,0,1,5,3,2,2,0,1,8,2,5,7,8,0,0,2,6,3,9,21 to 35,Male,684.5
4483,9/19/2016,5,0,1,5,3,2,2,0,1,8,2,5,7,8,0,0,2,6,3,9,21 to 35,Male,684.5
4484,9/19/2016,2,5,10,10,6,2,3,5,1,7,1,2,2,8,5,1,2,1,3,7,21 to 35,Female,665.2
4485,9/19/2016,2,4,5,10,8,2,5,5,1,7,3,2,2,8,5,1,2,3,3,7,21 to 35,Female,673.7
4486,9/19/2016,5,0,1,5,3,2,2,0,1,8,2,5,7,8,0,0,2,6,3,9,21 to 35,Male,684.5
4487,9/19/2016,5,3,4,5,10,8,5,5,2,6,4,3,1,7,3,4,1,10,2,8,36 to 50,Female,665.2
4488,9/19/2016,3,4,6,1,4,4,1,5,1,5,0,3,1,6,5,7,2,10,0,5,21 to 35,Female,634.4
4489,9/19/2016,5,4,3,10,5,8,3,5,2,6,3,8,7,8,5,6,1,4,6,5,21 to 35,Female,661.3
4490,9/19/2016,3,2,5,10,3,10,4,1,1,7,2,5,7,7,0,4,2,10,2,4,21 to 35,Female,692.8
4491,9/19/2016,1,4,2,4,3,10,2,1,2,0,0,8,2,7,0,10,2,2,0,7,36 to 50,Male,603.3
4492,9/19/2016,4,5,4,2,2,1,5,5,1,10,3,10,0,9,0,3,2,6,4,10,51 or more,Female,685.7
4493,9/19/2016,4,5,4,2,2,1,5,5,1,10,3,10,0,9,0,3,2,6,4,10,51 or more,Female,685.7
4494,9/19/2016,2,3,0,4,2,4,0,2,2,2,2,1,5,6,4,0,2,5,2,3,36 to 50,Female,603.4
4495,9/20/2016,3,3,8,5,10,10,5,3,1,8,6,10,3,6,0,2,2,8,6,2,36 to 50,Female,719.1
4496,9/20/2016,2,4,5,9,8,9,5,5,1,7,4,6,4,7,5,2,2,8,6,7,21 to 35,Female,706.6
4497,9/20/2016,5,4,10,7,3,10,8,2,1,7,5,3,1,6,0,10,2,6,0,3,36 to 50,Female,673.5
4498,9/20/2016,3,3,10,6,5,10,10,0,2,7,6,8,10,6,2,5,2,8,10,5,21 to 35,Female,706.8
4499,9/20/2016,2,4,6,3,3,4,3,2,2,3,2,9,2,6,3,10,2,10,0,2,21 to 35,Male,615.2
4500,9/20/2016,5,4,3,10,7,10,5,1,1,10,1,7,10,6,1,2,2,1,2,2,36 to 50,Female,691.3
4501,9/20/2016,5,4,10,7,7,10,5,5,1,5,2,9,4,7,0,4,2,10,9,10,51 or more,Female,739.5
4502,9/20/2016,3,4,1,5,3,5,5,5,1,6,3,10,2,4,8,7,2,4,1,1,51 or more,Female,637.1
4503,9/21/2016,2,4,6,4,2,2,3,2,2,2,1,2,4,7,5,6,1,2,3,2,21 to 35,Female,578.3
4504,9/21/2016,5,2,5,2,5,10,1,4,1,9,3,7,0,8,0,0,2,5,2,8,36 to 50,Female,698.5
4505,9/21/2016,2,2,10,8,6,7,3,3,1,6,2,5,5,6,0,5,1,10,3,10,36 to 50,Female,685.8
4506,9/21/2016,5,3,5,4,10,6,2,5,2,3,4,10,6,7,0,1,2,6,6,6,51 or more,Female,697.2
4507,9/21/2016,2,1,6,4,10,2,2,0,1,5,0,5,0,7,0,1,2,3,0,7,36 to 50,Female,652.0
4508,9/21/2016,3,4,10,6,6,3,3,5,1,6,3,6,0,8,3,0,2,10,2,10,21 to 35,Male,696.6
4509,9/21/2016,2,3,10,6,10,4,1,0,1,6,2,4,1,10,0,3,1,3,4,6,51 or more,Female,652.4
4510,9/21/2016,5,2,5,7,10,6,3,2,1,7,6,2,0,8,0,3,2,10,5,5,21 to 35,Male,700.9
4511,9/21/2016,5,5,10,2,0,5,5,3,1,7,0,6,0,5,10,10,1,10,1,0,51 or more,Female,609.3
4512,9/21/2016,2,2,4,10,7,7,7,3,1,8,6,2,2,7,5,4,2,4,6,10,Less than 20,Male,693.9
4513,9/21/2016,3,3,2,4,10,6,3,5,1,4,5,5,3,6,2,2,2,3,3,10,21 to 35,Female,682.4
4514,9/21/2016,2,2,2,2,5,2,0,2,2,2,2,2,1,7,0,2,2,7,0,10,51 or more,Female,620.8
4515,9/21/2016,1,2,10,4,5,10,10,5,1,8,7,10,2,6,5,5,2,10,6,10,21 to 35,Male,727.6
4516,9/22/2016,3,4,7,7,1,2,3,1,1,5,1,10,0,9,0,1,1,1,5,10,21 to 35,Female,650.0
4517,9/22/2016,5,2,8,3,5,2,2,5,2,0,1,4,0,8,0,2,1,4,3,10,36 to 50,Male,638.4
4518,9/22/2016,4,1,7,7,10,10,8,5,1,3,7,1,5,6,0,1,2,10,10,9,51 or more,Female,746.2
4519,9/22/2016,4,5,3,8,6,10,4,5,1,5,8,4,4,9,0,6,2,4,3,5,21 to 35,Female,691.3
4520,9/22/2016,3,2,6,10,10,10,9,5,2,6,8,9,6,7,6,3,2,8,4,7,21 to 35,Male,722.5
4521,9/22/2016,4,1,10,10,10,6,10,5,1,10,9,4,2,8,0,3,1,0,2,10,36 to 50,Female,723.4
4522,9/22/2016,2,2,5,5,10,10,5,0,2,8,5,1,5,6,0,0,2,1,5,1,36 to 50,Female,659.5
4523,9/23/2016,3,4,3,5,9,3,9,1,1,7,1,10,1,7,3,10,1,2,1,10,51 or more,Female,641.1
4524,9/23/2016,3,4,3,5,9,3,9,1,1,7,1,10,1,7,3,10,1,2,1,10,51 or more,Female,641.1
4525,9/23/2016,3,4,10,10,7,10,7,5,2,9,7,9,9,7,0,5,2,7,10,9,51 or more,Male,741.2
4526,9/23/2016,5,0,8,10,10,5,10,5,2,10,7,5,10,9,10,0,2,4,5,10,51 or more,Female,739.1
4527,9/23/2016,1,2,7,4,2,7,4,5,1,4,3,8,5,9,0,4,2,8,4,10,21 to 35,Male,698.9
4528,9/23/2016,1,2,7,4,2,7,4,5,1,4,3,8,5,9,0,4,2,8,4,10,21 to 35,Male,698.9
4529,9/23/2016,2,0,0,0,2,4,0,1,2,0,4,2,0,7,7,3,2,6,4,1,21 to 35,Male,590.2
4530,9/24/2016,5,2,3,2,3,3,2,5,2,5,2,3,2,6,8,1,2,4,0,5,51 or more,Female,625.9
4531,9/24/2016,2,5,1,3,3,4,0,5,2,6,1,5,1,7,5,6,1,3,5,3,51 or more,Female,589.1
4532,9/24/2016,2,5,5,0,10,10,8,5,2,5,6,3,1,6,8,9,1,10,7,1,21 to 35,Female,629.3
4533,9/24/2016,3,5,9,6,8,10,5,3,2,7,3,6,6,7,2,6,2,6,2,6,36 to 50,Female,674.3
4534,9/24/2016,3,2,10,2,3,7,3,5,1,6,6,10,0,7,0,2,2,8,4,10,36 to 50,Male,710.8
4535,9/24/2016,3,2,10,2,3,7,3,5,1,6,6,10,0,7,0,2,2,8,4,10,36 to 50,Male,710.8
4536,9/25/2016,1,3,6,10,2,8,3,5,2,6,2,3,0,7,0,3,1,5,1,3,36 to 50,Male,629.5
4537,9/25/2016,2,4,4,3,3,7,1,4,2,3,0,8,3,6,10,0,2,3,0,2,51 or more,Male,609.9
4538,9/25/2016,2,1,6,3,3,3,3,2,2,1,1,3,3,7,3,2,2,4,1,4,21 to 35,Male,619.3
