Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
2/13/2016,4,3,4,6,4,10,3,5,2,6,5,5,1,6,4,3,2,3,2,5,51 or more,Female,656.9
2/13/2016,5,2,10,4,2,10,3,5,1,8,4,2,10,8,0,2,2,6,1,7,21 to 35,Male,714.5
2/14/2016,1,5,5,1,5,4,1,3,1,1,3,4,2,9,5,7,1,2,1,5,21 to 35,Female,596.1
2/14/2016,5,2,8,4,9,10,9,4,1,8,8,4,5,7,1,2,2,10,8,10,51 or more,Female,752.1
2/14/2016,1,5,10,1,10,2,1,5,2,4,2,1,5,6,8,6,2,1,6,4,51 or more,Female,615.3
2/14/2016,5,4,10,5,7,10,7,5,1,8,4,7,2,6,10,1,2,10,2,7,36 to 50,Female,710
2/14/2016,1,1,3,3,10,5,4,5,2,7,4,7,1,6,0,4,2,10,5,7,51 or more,Male,679.4
2/14/2016,5,1,2,3,4,4,1,0,1,5,2,7,3,6,5,5,2,10,1,10,51 or more,Male,659
2/15/2016,5,3,8,10,10,10,4,5,1,5,2,8,10,8,0,2,2,4,8,10,51 or more,Female,749.7
2/15/2016,2,2,4,7,7,4,3,3,1,9,3,7,3,8,0,3,2,4,2,10,36 to 50,Female,690
2/15/2016,3,4,6,2,3,3,3,3,1,5,2,1,0,5,7,5,2,4,2,10,21 to 35,Female,627
2/15/2016,5,2,7,8,8,3,2,1,1,9,2,2,0,8,0,5,2,5,1,3,51 or more,Female,666.9
2/15/2016,1,0,10,5,1,5,6,1,2,9,2,10,2,6,0,0,2,5,10,10,21 to 35,Male,691.9
2/15/2016,5,2,8,6,5,5,8,1,1,9,7,10,1,8,0,0,2,7,7,9,36 to 50,Male,731.4
2/15/2016,5,5,4,4,3,1,1,2,1,3,3,10,1,6,0,2,2,10,6,10,51 or more,Female,673.2
2/16/2016,0,5,1,3,10,10,10,0,1,9,5,10,5,6,0,1,2,1,0,10,51 or more,Female,681.7
2/16/2016,5,3,2,10,6,10,8,5,1,2,5,10,0,7,4,4,2,6,3,4,Less than 20,Female,698.9
2/16/2016,1,1,3,4,1,10,10,5,2,9,9,10,2,5,0,8,2,4,2,10,21 to 35,Female,684.9
2/16/2016,2,3,5,3,0,5,10,0,1,5,5,5,6,6,10,5,2,10,0,5,21 to 35,Female,645
2/16/2016,4,4,9,9,7,8,10,5,1,8,2,5,5,5,0,1,1,4,10,7,Less than 20,Male,712.8
2/16/2016,3,2,2,3,2,3,0,0,1,7,2,9,2,8,5,8,2,2,0,7,21 to 35,Male,625.8
2/16/2016,3,3,8,9,4,4,4,2,1,5,2,5,5,7,4,4,2,8,3,6,21 to 35,Male,675.8
2/16/2016,3,1,5,10,10,8,1,5,2,2,2,2,2,8,0,0,2,10,3,7,51 or more,Female,689
2/16/2016,0,3,1,4,3,6,3,3,1,7,5,6,10,7,0,1,1,6,2,1,21 to 35,Male,648.8
2/16/2016,0,3,1,4,5,3,4,3,1,5,5,8,10,7,1,1,1,4,0,7,21 to 35,Male,650.9
2/16/2016,2,4,1,1,0,1,1,3,2,5,0,1,0,6,10,0,1,3,0,2,36 to 50,Female,550.7
2/16/2016,5,1,3,4,0,3,3,1,1,6,2,10,0,7,0,0,2,2,1,10,51 or more,Female,668.3
2/16/2016,3,3,10,3,7,10,4,0,2,10,5,9,3,6,0,4,2,6,8,10,21 to 35,Male,695.1
2/16/2016,3,3,10,3,7,10,4,0,2,10,5,9,3,6,0,4,2,6,8,10,21 to 35,Male,695.1
2/16/2016,2,4,3,3,2,6,5,5,1,9,3,6,5,9,2,2,1,4,5,7,21 to 35,Male,664.5
2/17/2016,1,5,0,0,1,1,0,4,1,0,4,10,2,9,0,1,1,10,10,10,Less than 20,Female,643.2
2/17/2016,2,1,10,6,3,2,3,1,2,5,4,5,1,6,5,1,2,10,5,5,51 or more,Male,653.5
2/17/2016,5,2,5,10,10,10,6,5,2,5,6,4,8,6,3,3,2,7,10,10,36 to 50,Female,728.1
2/17/2016,3,4,3,0,1,4,2,3,1,2,0,6,0,9,0,1,2,2,0,10,21 to 35,Male,635.6
2/17/2016,5,2,10,7,10,10,5,5,2,10,2,10,9,5,0,2,2,10,1,10,51 or more,Female,739.3
2/17/2016,3,3,4,5,10,10,3,5,2,3,2,3,3,6,5,1,2,5,6,5,21 to 35,Female,663.3
2/17/2016,1,4,8,7,8,7,9,4,1,6,2,5,7,6,3,2,2,8,2,4,Less than 20,Male,692.6
2/17/2016,3,3,5,4,4,5,2,1,1,7,1,9,0,8,0,3,1,4,2,5,21 to 35,Female,641.1
2/17/2016,1,5,1,2,5,1,2,0,1,1,2,5,0,6,7,10,1,7,5,1,21 to 35,Male,568.5
2/17/2016,2,0,3,5,3,7,2,2,2,5,2,7,10,8,0,0,2,6,4,3,36 to 50,Male,671.3
2/17/2016,1,3,10,5,6,9,4,2,1,5,1,2,4,5,0,0,1,2,3,5,21 to 35,Female,649.3
2/17/2016,4,2,4,6,7,6,4,4,2,7,7,2,4,8,4,5,2,5,4,5,36 to 50,Female,668.6
2/17/2016,1,5,2,3,7,3,2,2,1,1,2,8,1,7,0,6,1,1,1,10,Less than 20,Female,611.8
2/17/2016,3,5,3,0,0,3,2,0,1,4,3,5,2,10,0,10,1,3,0,10,Less than 20,Female,599.9
2/17/2016,3,4,3,1,5,5,0,1,1,0,0,8,0,7,5,0,1,3,0,2,36 to 50,Male,596.5
2/17/2016,1,4,4,5,3,2,5,5,1,8,5,3,2,9,0,0,2,4,7,10,21 to 35,Male,684.3
2/17/2016,4,2,6,4,10,3,0,5,1,7,0,8,0,7,0,0,2,3,0,5,51 or more,Female,678.1
2/17/2016,1,3,6,6,3,5,3,2,1,6,2,8,5,7,0,2,2,3,2,8,21 to 35,Male,669.6
2/17/2016,2,3,2,5,4,4,1,1,2,3,1,1,0,7,2,0,1,0,1,10,21 to 35,Male,591.7
2/17/2016,3,2,10,5,5,2,2,3,1,8,2,6,5,8,0,1,2,3,2,4,36 to 50,Female,681.3
2/17/2016,4,4,8,4,5,10,5,3,1,6,4,7,2,8,2,3,1,5,2,8,21 to 35,Female,674.7
2/17/2016,3,2,7,9,5,5,8,1,1,5,5,6,4,6,2,5,1,4,6,5,Less than 20,Male,669
2/17/2016,2,1,10,4,4,4,3,5,1,3,2,5,2,8,2,2,1,1,2,7,Less than 20,Male,653.9
2/17/2016,4,3,10,6,10,5,2,5,2,6,5,5,6,9,0,3,2,10,1,10,51 or more,Female,706.8
2/17/2016,4,3,10,6,10,5,2,5,2,6,5,5,6,9,0,3,2,10,1,10,51 or more,Female,706.8
2/18/2016,3,3,2,5,5,3,3,0,2,3,3,5,3,7,0,5,1,3,0,10,36 to 50,Male,609.5
2/18/2016,3,0,2,2,3,7,5,3,2,3,2,4,5,6,2,2,1,6,2,6,51 or more,Male,632.9
2/18/2016,3,0,2,2,3,7,5,3,2,3,2,4,5,6,2,2,1,6,2,6,51 or more,Male,632.9
2/18/2016,3,3,2,5,5,3,3,0,2,3,3,5,3,7,0,5,1,3,0,10,36 to 50,Male,609.5
2/18/2016,5,4,5,9,10,8,6,2,1,9,2,4,5,7,5,5,1,5,7,5,36 to 50,Male,679
2/18/2016,3,4,5,8,9,8,5,2,1,5,3,4,5,7,4,5,1,5,4,4,36 to 50,Male,656.9
2/18/2016,3,3,8,7,6,10,0,2,2,5,0,3,0,8,6,0,2,2,1,1,36 to 50,Female,629.7
2/18/2016,4,2,10,6,8,10,6,4,1,8,5,10,6,7,0,2,2,6,6,8,21 to 35,Female,744.8
2/18/2016,2,2,10,3,3,10,5,5,1,3,2,10,0,8,10,4,1,10,1,5,21 to 35,Male,660
2/18/2016,4,3,10,10,5,6,10,5,1,4,2,7,10,6,0,3,1,10,4,10,36 to 50,Male,721.9
2/18/2016,5,3,10,10,10,4,7,5,1,6,1,5,0,5,0,2,2,10,2,7,21 to 35,Female,714.5
2/18/2016,5,5,0,3,10,10,5,3,1,7,6,10,0,7,8,2,2,5,8,3,36 to 50,Female,683.6
2/18/2016,4,5,2,10,2,3,2,1,1,10,2,3,2,8,3,0,1,3,2,1,51 or more,Female,626.3
2/18/2016,4,4,5,3,0,2,2,4,1,2,1,2,1,8,5,5,1,6,4,7,21 to 35,Female,615.9
2/18/2016,5,2,5,10,10,10,5,5,1,10,2,9,10,7,0,5,2,10,5,10,51 or more,Female,758.2
2/18/2016,3,1,8,10,3,10,10,5,1,9,9,9,10,6,8,2,2,6,5,10,21 to 35,Female,749.5
2/18/2016,5,2,5,7,5,7,3,5,2,5,4,6,5,7,0,1,2,6,1,10,36 to 50,Female,693
2/18/2016,5,4,3,4,4,10,2,3,1,9,3,8,2,8,10,1,2,5,3,10,36 to 50,Female,680
2/18/2016,5,4,3,4,4,10,2,3,1,9,3,8,2,8,10,1,2,5,3,10,36 to 50,Female,680
2/18/2016,2,3,5,10,10,10,5,5,2,4,3,6,2,6,0,3,2,5,10,10,36 to 50,Female,701.3
2/18/2016,5,1,1,2,2,6,4,2,1,8,2,9,5,7,0,3,2,5,2,10,51 or more,Female,686.8
2/18/2016,2,3,10,10,0,4,3,1,1,9,5,3,5,9,0,3,1,3,7,7,21 to 35,Female,669
2/18/2016,2,1,1,2,4,8,1,5,2,5,8,6,1,7,0,1,2,3,1,1,36 to 50,Female,647.1
2/18/2016,3,2,5,9,3,8,5,3,1,8,2,4,3,9,4,4,2,5,3,4,Less than 20,Female,679.4
2/18/2016,3,2,4,2,6,5,1,3,2,5,3,1,5,8,0,5,1,5,6,5,36 to 50,Female,629.3
2/18/2016,1,4,5,10,7,10,2,5,2,7,2,1,10,8,0,1,2,10,8,10,36 to 50,Female,704.1
2/18/2016,2,2,7,5,10,8,8,5,2,8,6,7,3,7,0,0,2,5,5,7,51 or more,Female,710.2
2/18/2016,2,2,10,3,3,5,5,0,1,5,2,5,3,8,10,1,2,10,3,10,21 to 35,Male,667.5
2/18/2016,5,5,6,8,6,1,1,5,1,10,1,7,1,8,5,2,2,8,1,2,51 or more,Female,671.3
2/18/2016,3,1,2,4,3,6,3,5,1,6,5,10,4,7,0,1,2,4,8,8,36 to 50,Female,705.7
2/18/2016,5,2,5,10,2,3,1,5,2,7,5,10,0,7,0,2,2,1,2,10,21 to 35,Female,678.5
2/19/2016,3,0,4,3,10,10,7,1,1,9,3,2,4,8,5,0,2,10,1,10,21 to 35,Male,706
2/19/2016,0,5,0,2,0,8,2,5,2,2,1,3,1,5,6,6,2,2,0,10,36 to 50,Male,586.6
2/19/2016,2,1,5,7,8,3,3,5,2,8,3,2,3,7,0,2,2,8,6,7,51 or more,Male,682
2/19/2016,1,2,10,7,10,6,7,4,1,8,1,2,3,8,0,2,2,10,3,4,21 to 35,Male,704.3
2/19/2016,4,2,0,2,1,3,6,0,1,4,1,5,6,8,4,3,2,8,1,7,36 to 50,Female,647.1
2/19/2016,2,4,1,2,1,10,1,1,2,1,0,4,2,4,1,2,2,1,0,1,36 to 50,Male,584.9
2/19/2016,3,2,3,8,4,10,10,5,2,9,8,4,1,6,10,0,1,10,4,10,36 to 50,Male,680.5
2/19/2016,1,4,2,8,4,9,1,3,1,1,1,2,8,4,10,6,1,4,2,10,36 to 50,Female,613.4
2/19/2016,1,5,0,3,10,10,3,4,1,7,0,3,5,6,7,4,1,3,0,3,36 to 50,Female,617.4
2/19/2016,1,1,3,4,0,5,7,1,1,7,3,1,2,8,0,6,2,6,6,10,21 to 35,Male,661.6
2/19/2016,1,1,3,4,0,5,7,1,1,7,3,1,2,8,0,6,2,6,6,10,21 to 35,Male,661.6
2/20/2016,5,3,0,2,10,10,0,0,2,10,2,5,5,7,10,0,2,2,0,8,21 to 35,Female,640.1
2/20/2016,0,5,0,7,8,10,0,5,1,5,1,1,0,4,0,3,1,10,1,7,Less than 20,Female,631.9
2/20/2016,3,4,4,4,7,2,2,2,2,3,3,3,2,7,7,2,2,8,2,3,36 to 50,Female,619.3
2/20/2016,0,3,0,1,0,10,2,5,2,3,1,1,2,6,5,5,1,3,2,0,36 to 50,Male,571.1
2/20/2016,3,1,4,10,8,10,2,5,2,7,1,5,3,8,0,0,2,10,0,4,36 to 50,Male,693
2/20/2016,5,0,10,10,10,10,3,5,1,7,5,4,2,7,0,0,2,5,5,10,51 or more,Female,747
2/20/2016,1,1,2,1,0,5,0,0,1,1,0,3,0,8,3,0,2,0,0,6,51 or more,Male,602.5
2/20/2016,5,4,0,3,3,3,0,5,1,2,0,8,0,7,8,4,2,3,2,6,51 or more,Female,627.1
2/21/2016,1,1,10,6,10,6,4,5,1,8,5,2,5,5,0,1,1,9,10,10,21 to 35,Female,713.9
2/21/2016,5,5,2,5,3,4,1,1,1,9,0,8,4,5,10,5,2,3,1,4,36 to 50,Female,625
2/21/2016,1,1,10,6,10,6,4,5,1,8,5,2,5,5,0,1,1,9,10,10,21 to 35,Female,713.9
2/21/2016,3,4,0,0,0,0,0,0,2,5,0,10,1,5,10,10,2,2,0,10,36 to 50,Male,565.9
2/21/2016,2,2,9,8,10,6,5,5,2,5,4,3,5,8,10,3,2,10,8,10,51 or more,Male,696
2/21/2016,5,4,0,3,3,3,0,5,1,2,0,8,0,7,8,4,2,3,2,6,51 or more,Female,627.1
2/21/2016,5,4,0,3,3,3,0,5,1,2,0,8,0,7,8,4,2,3,2,6,51 or more,Female,627.1
2/21/2016,1,1,3,10,10,5,5,3,2,5,6,1,1,10,0,3,2,5,7,10,Less than 20,Male,684.1
2/21/2016,1,3,10,5,8,10,3,5,1,7,2,6,1,6,6,3,2,8,1,4,36 to 50,Female,679.2
2/21/2016,3,5,8,2,5,7,2,5,2,10,6,10,3,7,0,10,1,5,8,10,51 or more,Male,664.9
2/21/2016,1,1,2,1,4,2,1,1,2,2,1,1,2,6,3,1,2,1,0,2,21 to 35,Female,584.7
2/21/2016,1,4,10,5,2,7,1,1,1,8,4,5,6,9,10,1,1,10,5,10,21 to 35,Female,660.9
2/21/2016,3,4,5,4,2,5,2,0,1,3,0,2,0,6,7,5,2,3,0,3,36 to 50,Female,598.5
2/21/2016,2,5,10,0,2,4,1,2,1,5,2,10,2,7,1,2,2,4,2,5,21 to 35,Male,647.9
2/21/2016,2,4,7,5,5,10,6,3,1,3,4,3,5,6,2,2,1,5,5,7,Less than 20,Female,663.3
2/21/2016,5,2,4,10,10,7,4,5,1,7,2,2,5,7,0,5,2,10,6,10,51 or more,Female,724.5
2/21/2016,3,5,1,4,10,10,10,5,2,10,1,3,10,10,0,1,2,7,10,4,36 to 50,Male,708.3
2/22/2016,3,1,1,2,2,1,5,1,1,4,3,10,0,10,0,1,1,5,4,10,36 to 50,Male,653.6
2/22/2016,4,3,5,7,7,7,6,4,1,10,7,8,9,9,0,1,2,5,7,7,36 to 50,Female,739.7
2/22/2016,2,3,4,3,10,2,1,3,2,7,3,6,1,7,10,0,2,10,6,7,21 to 35,Female,650.5
2/22/2016,4,5,5,3,5,3,3,2,1,9,2,10,1,6,2,6,2,10,6,10,51 or more,Female,678.3
2/22/2016,5,2,9,10,10,10,10,1,1,10,4,10,2,8,10,1,2,10,8,10,21 to 35,Female,748.4
2/23/2016,2,4,3,3,5,10,5,2,2,3,4,5,4,5,2,7,2,4,2,2,Less than 20,Female,624.4
2/23/2016,4,3,3,2,3,5,4,3,1,3,2,2,7,6,6,3,2,4,4,7,21 to 35,Female,649.5
2/23/2016,5,3,2,7,4,8,1,1,1,6,8,3,4,7,8,0,2,10,1,7,36 to 50,Male,675.4
2/23/2016,2,4,1,10,6,5,6,2,1,6,2,7,7,7,5,6,2,6,5,3,21 to 35,Female,666
2/23/2016,2,2,5,4,10,10,3,5,2,0,5,6,7,7,10,1,2,3,8,4,21 to 35,Female,667.5
2/23/2016,5,1,2,7,5,4,1,1,1,5,4,4,5,5,0,1,2,5,3,7,51 or more,Male,675.2
2/23/2016,2,4,7,10,3,10,2,2,1,9,1,10,10,8,1,10,2,3,1,5,36 to 50,Female,680.4
2/23/2016,3,5,10,7,4,4,4,5,1,6,4,10,2,6,6,2,2,8,1,10,36 to 50,Female,690.2
2/23/2016,3,5,4,8,9,5,8,2,2,4,2,4,1,6,6,6,2,10,1,4,21 to 35,Female,638
2/23/2016,3,4,10,9,5,7,9,4,2,0,1,7,1,7,0,5,2,2,4,3,36 to 50,Female,659.2
2/23/2016,1,3,10,4,2,2,0,5,1,4,5,2,0,8,0,1,1,3,5,10,36 to 50,Female,648.2
2/23/2016,2,1,7,5,2,3,4,4,1,8,3,10,5,8,0,1,2,2,1,9,51 or more,Female,694
2/23/2016,1,4,3,1,2,7,1,0,1,2,3,4,1,5,0,1,1,3,3,3,21 to 35,Male,598.7
2/24/2016,5,3,10,5,4,10,5,5,1,9,1,7,3,8,0,3,2,8,2,2,21 to 35,Female,708.7
2/24/2016,3,3,3,8,5,8,5,5,2,5,4,6,5,6,0,0,2,10,2,10,51 or more,Female,694.5
2/24/2016,1,4,4,10,3,4,2,1,2,4,3,3,1,7,1,9,1,6,2,4,21 to 35,Female,595.5
2/24/2016,5,2,10,9,10,10,9,5,2,7,8,3,9,8,9,1,1,10,8,7,51 or more,Female,723.2
2/24/2016,1,4,3,7,5,4,3,2,2,6,5,9,5,10,10,0,2,3,2,7,Less than 20,Female,644.9
2/24/2016,4,2,1,7,10,10,8,2,1,8,2,7,10,7,0,1,2,10,7,7,36 to 50,Female,735.7
2/24/2016,4,2,2,7,5,10,3,3,1,8,10,6,10,8,0,0,2,4,1,2,51 or more,Female,710.2
2/24/2016,1,5,0,8,1,2,1,0,2,0,1,1,0,9,0,7,1,3,0,0,21 to 35,Female,547.9
2/25/2016,5,3,8,3,4,7,9,2,1,5,3,9,5,2,8,5,2,3,2,10,Less than 20,Male,673.9
2/25/2016,2,0,2,2,2,3,0,2,2,10,2,6,10,5,0,0,2,4,3,6,51 or more,Female,653.5
2/25/2016,4,2,2,7,5,10,3,3,1,8,10,6,10,8,0,0,2,4,1,2,51 or more,Female,710.2
2/25/2016,2,2,3,6,4,4,5,2,1,7,4,8,5,8,7,10,1,10,1,8,36 to 50,Female,649.4
2/25/2016,3,3,2,4,3,4,4,3,1,8,4,7,5,8,7,10,1,10,1,10,36 to 50,Female,647.5
2/25/2016,1,2,0,2,2,2,4,0,2,4,1,1,1,8,0,0,1,6,5,5,36 to 50,Male,595.3
2/25/2016,3,2,5,4,7,2,5,4,1,7,3,1,5,6,1,2,1,5,2,7,36 to 50,Female,657.8
2/25/2016,2,5,3,3,4,2,2,0,2,1,3,4,0,7,8,8,1,8,0,8,Less than 20,Female,568.5
2/25/2016,2,3,5,6,2,3,2,5,1,3,2,3,3,6,0,2,2,2,0,10,21 to 35,Male,653.1
2/26/2016,1,4,2,10,8,10,5,3,1,9,4,10,5,6,2,2,1,7,6,10,21 to 35,Male,697
2/26/2016,1,3,7,10,6,10,7,4,2,8,6,10,10,5,3,5,2,10,8,3,21 to 35,Female,710.4
2/26/2016,1,5,5,3,3,3,4,5,1,1,1,5,0,8,10,1,1,10,0,1,Less than 20,Female,606.3
2/26/2016,1,4,2,5,1,1,3,2,1,1,0,3,1,10,0,1,1,4,0,7,21 to 35,Male,606.3
2/26/2016,1,4,2,10,8,10,5,3,1,9,4,10,5,6,2,2,1,7,6,10,21 to 35,Male,697
2/26/2016,5,3,8,4,10,10,2,1,1,4,1,8,0,7,4,10,2,5,1,2,51 or more,Female,656
2/26/2016,5,3,4,1,8,10,3,2,2,6,6,10,2,6,4,1,2,3,6,7,36 to 50,Male,674.9
2/26/2016,0,5,2,1,4,10,3,0,1,1,0,6,0,4,10,10,1,4,0,1,21 to 35,Female,556.4
2/26/2016,5,4,10,10,3,9,1,5,1,4,2,10,1,8,0,9,1,4,1,10,21 to 35,Male,677
2/27/2016,5,2,3,10,10,10,5,5,1,6,3,5,10,8,0,2,2,5,4,8,36 to 50,Female,735.5
2/27/2016,1,1,5,3,10,10,7,1,1,4,3,8,2,7,0,3,1,7,4,10,21 to 35,Male,681.5
2/27/2016,1,3,5,3,2,6,4,2,1,8,1,6,2,6,3,2,2,6,5,5,21 to 35,Male,655.4
2/27/2016,5,5,1,3,0,5,2,0,1,5,2,8,0,5,0,5,2,1,2,10,21 to 35,Male,630.1
2/27/2016,1,3,4,4,10,2,3,3,1,6,3,8,5,5,0,3,2,5,1,6,36 to 50,Female,667.5
2/27/2016,5,5,3,6,10,10,6,5,1,7,1,6,10,8,0,0,1,10,3,10,51 or more,Female,717
2/27/2016,3,4,6,5,3,1,2,2,2,8,0,3,2,8,0,2,2,10,0,7,36 to 50,Male,639.9
2/27/2016,5,0,8,10,6,5,1,5,2,5,2,5,10,6,0,0,2,3,1,7,51 or more,Female,697.7
2/28/2016,1,5,3,1,2,6,3,2,2,6,3,6,3,6,6,3,2,3,1,3,21 to 35,Female,602.7
2/28/2016,4,3,5,6,5,10,2,2,2,6,0,8,5,7,0,7,2,4,0,5,36 to 50,Male,652.6
2/28/2016,4,3,7,4,10,10,7,3,1,6,1,7,0,7,5,5,2,8,2,4,21 to 35,Female,684.7
2/28/2016,1,3,1,3,5,2,1,5,2,2,1,3,0,5,0,1,2,2,0,1,51 or more,Female,598.5
2/28/2016,0,3,7,2,1,5,0,0,2,0,1,5,0,7,0,4,2,6,0,1,21 to 35,Male,589.1
2/28/2016,2,0,3,2,2,4,2,1,1,10,1,5,7,9,0,1,2,7,4,7,51 or more,Female,679.6
2/28/2016,0,0,3,0,0,1,0,1,2,1,0,6,0,10,0,4,2,4,0,8,51 or more,Female,600.1
2/28/2016,3,5,1,2,10,10,1,5,2,2,2,2,0,6,0,7,2,2,2,10,36 to 50,Male,629.1
2/28/2016,3,5,1,2,5,4,1,1,2,2,2,2,0,6,0,5,2,2,2,7,36 to 50,Male,595.1
2/28/2016,3,3,7,10,5,2,3,2,1,3,2,5,4,6,2,5,2,10,1,9,21 to 35,Male,672.2
2/28/2016,3,2,10,5,5,4,3,5,1,8,3,1,10,7,1,0,2,10,1,5,36 to 50,Female,703.9
2/29/2016,0,3,0,6,1,9,4,2,1,4,2,5,0,7,10,1,2,5,0,5,36 to 50,Female,623.1
2/29/2016,1,2,2,5,10,10,1,2,2,5,3,5,3,6,5,0,1,2,1,1,36 to 50,Male,616.1
2/29/2016,2,5,3,10,10,10,2,5,2,3,2,1,10,9,0,1,2,10,2,8,51 or more,Female,687.3
2/29/2016,3,4,3,6,3,1,2,1,2,8,0,3,1,8,0,2,2,10,0,6,36 to 50,Male,629.7
2/29/2016,2,3,2,6,2,5,1,1,2,3,2,3,2,7,0,5,2,3,1,3,21 to 35,Female,605.7
2/29/2016,5,1,10,10,10,3,2,5,1,8,3,10,10,5,0,2,2,4,3,10,51 or more,Female,741
2/29/2016,2,2,10,1,0,10,2,1,1,6,0,3,3,6,5,5,2,0,0,3,Less than 20,Male,624.2
2/29/2016,4,5,3,0,2,5,3,2,1,5,3,8,0,6,0,5,1,5,2,3,36 to 50,Female,618.4
3/1/2016,3,1,10,5,10,10,7,5,1,10,4,10,3,7,0,0,1,10,6,10,21 to 35,Female,744.8
3/1/2016,2,1,9,10,10,10,5,5,1,9,4,5,5,8,0,3,2,9,10,10,Less than 20,Female,755.9
3/1/2016,5,3,8,8,10,10,4,5,1,7,1,10,3,6,5,0,2,2,2,10,21 to 35,Female,717.4
3/1/2016,3,2,2,3,9,10,5,5,1,7,5,2,6,5,5,3,2,4,1,3,21 to 35,Female,674.8
3/1/2016,3,3,5,10,10,10,10,1,1,5,6,4,5,6,0,1,2,6,0,10,51 or more,Female,712.8
3/1/2016,1,5,2,1,1,2,0,0,2,2,0,1,0,10,0,7,1,4,0,10,51 or more,Male,560
3/1/2016,3,2,2,4,5,10,6,5,1,7,4,3,10,7,0,1,2,5,1,6,51 or more,Male,700.9
3/1/2016,4,3,6,4,10,10,4,5,1,6,1,4,4,6,0,1,2,8,3,5,36 to 50,Female,702.6
3/1/2016,2,5,2,4,2,4,3,4,1,3,0,4,0,7,4,6,2,6,0,2,21 to 35,Female,612.7
3/1/2016,2,3,5,5,3,5,2,4,1,7,2,4,1,8,4,1,2,3,3,10,51 or more,Male,663.9
3/1/2016,5,1,10,8,10,10,2,5,2,8,4,6,5,6,0,3,2,10,4,10,36 to 50,Male,730.2
3/1/2016,2,4,10,6,2,8,2,1,1,8,3,5,2,8,0,1,2,7,1,2,21 to 35,Male,667.5
3/2/2016,5,2,10,10,4,6,4,5,1,7,2,4,5,8,0,4,2,10,3,3,21 to 35,Female,713.2
3/2/2016,5,4,3,3,4,5,6,2,1,7,5,9,1,9,0,5,1,7,4,8,21 to 35,Female,670.2
3/2/2016,0,2,5,2,2,6,5,1,1,4,4,7,2,6,8,0,1,5,7,7,Less than 20,Female,635.2
3/2/2016,5,5,2,5,7,7,2,2,2,1,2,5,0,5,0,1,2,2,5,10,51 or more,Female,641.4
3/2/2016,3,2,5,10,5,10,10,1,2,5,3,8,10,8,8,6,2,5,2,3,Less than 20,Female,673.2
3/2/2016,4,1,3,4,3,8,1,2,1,9,2,9,1,7,0,2,2,3,4,10,36 to 50,Female,686.8
3/2/2016,4,4,1,3,3,5,3,1,2,7,1,2,10,7,3,1,2,5,2,4,51 or more,Female,632.7
3/2/2016,2,2,0,2,3,4,2,3,1,4,5,4,6,10,3,3,1,2,3,6,21 to 35,Female,633.7
3/2/2016,2,3,6,10,10,10,10,3,1,4,2,8,2,7,2,2,2,5,3,5,Less than 20,Female,703.6
3/2/2016,2,4,8,8,6,8,1,5,2,1,5,4,1,7,7,6,2,10,1,6,36 to 50,Male,646.7
3/2/2016,3,5,10,10,10,10,5,0,2,7,5,10,0,7,0,3,2,10,3,9,36 to 50,Female,698.9
3/2/2016,1,5,0,2,6,10,8,5,1,10,5,7,3,7,10,0,2,7,4,10,Less than 20,Female,684.7
3/2/2016,2,5,10,10,10,6,4,1,1,0,1,10,2,7,10,2,1,3,1,10,21 to 35,Female,646.2
3/2/2016,5,3,3,2,2,1,3,0,1,10,3,1,0,10,0,0,2,5,1,1,51 or more,Male,641.6
3/2/2016,2,3,4,5,5,10,7,4,2,8,7,7,5,7,6,4,2,8,6,4,51 or more,Male,681.3
3/2/2016,2,3,4,5,5,10,7,4,2,8,7,7,5,7,6,4,2,8,6,4,51 or more,Male,681.3
3/2/2016,4,4,3,3,5,4,4,3,2,5,2,6,0,7,7,4,1,5,2,3,36 to 50,Male,604.6
3/3/2016,5,3,10,10,10,10,5,5,1,8,5,10,10,7,10,0,2,10,8,10,36 to 50,Female,763.5
3/3/2016,1,5,1,3,10,9,5,1,1,5,2,10,10,7,1,2,1,3,7,2,51 or more,Female,658.1
3/3/2016,5,3,1,5,10,10,0,0,2,4,8,9,5,7,10,5,1,9,10,10,21 to 35,Female,661.3
3/3/2016,2,3,10,6,3,4,4,0,2,7,3,5,0,7,0,4,2,3,4,3,21 to 35,Female,636.7
3/3/2016,0,4,1,8,0,10,1,1,2,2,0,10,3,8,4,2,2,3,0,2,Less than 20,Male,609
3/3/2016,4,5,0,1,10,7,10,5,1,2,2,6,3,8,10,4,2,10,1,3,21 to 35,Female,660.9
3/3/2016,4,3,2,2,2,6,1,5,2,5,1,6,3,6,10,10,2,3,1,10,21 to 35,Female,614.6
3/3/2016,3,4,10,8,4,4,1,3,2,6,2,4,1,8,5,3,2,6,1,10,36 to 50,Female,650.3
3/3/2016,2,1,10,3,10,3,0,0,1,3,3,1,3,10,0,6,2,2,2,7,21 to 35,Female,653.5
